frame,xmin,xmax,ymin,ymax,class_id,y
1478020493206825359.jpg,160,217,116,139,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020493698279067.jpg,192,249,114,137,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020537707923671.jpg,55,107,119,150,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020538206752108.jpg,86,152,118,155,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1478020538706665721.jpg,143,229,116,164,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020564706660836.jpg,230,255,110,194,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020565206710542.jpg,219,254,105,196,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020565700528383.jpg,208,255,90,198,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020566200177287.jpg,201,255,90,197,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020566708819281.jpg,193,255,90,197,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020567200885022.jpg,192,255,90,197,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020567701979985.jpg,187,254,91,189,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020568201336094.jpg,182,249,92,190,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020568709124245.jpg,182,249,98,183,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020569201998876.jpg,181,248,98,177,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020569706853841.jpg,180,246,98,172,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020570201722495.jpg,179,237,101,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020570703140061.jpg,176,234,100,161,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020571202403078.jpg,175,229,102,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020571708174641.jpg,173,226,104,163,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020572212127625.jpg,169,221,103,163,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020572701618409.jpg,169,216,105,161,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020573209350950.jpg,169,212,107,158,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020573702600672.jpg,163,206,108,159,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020649705013717.jpg,62,116,110,145,1,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
1478020794210017007.jpg,220,255,109,183,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020794709762312.jpg,206,255,116,189,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020795216082928.jpg,197,255,112,185,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020795709831576.jpg,188,254,115,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020796209432542.jpg,184,241,114,173,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020796709235516.jpg,178,229,117,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020833719109162.jpg,163,217,106,159,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020834216619941.jpg,166,232,104,157,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020834717984862.jpg,109,153,112,167,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1478020834717984862.jpg,172,249,98,174,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020835211301995.jpg,105,153,112,166,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1478020835211301995.jpg,176,255,95,170,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020847718161629.jpg,103,149,120,180,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1478020847718161629.jpg,170,244,105,177,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020848711037747.jpg,170,226,104,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020849211123010.jpg,171,223,105,163,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020849719184586.jpg,171,222,100,164,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020850218630973.jpg,172,219,110,161,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020850718543110.jpg,171,217,110,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020854211549851.jpg,238,255,135,199,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020854711258310.jpg,229,254,117,199,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020855212321802.jpg,219,254,117,198,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020855711333210.jpg,212,254,113,194,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020856211860183.jpg,205,255,112,192,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020856711639415.jpg,200,255,112,192,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020857217943521.jpg,196,254,115,179,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020857712245512.jpg,193,254,116,178,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020858220013552.jpg,188,253,116,170,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020858718778979.jpg,185,248,110,170,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020859217604776.jpg,184,239,116,168,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020863211813223.jpg,238,255,129,215,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020863718129360.jpg,228,254,120,206,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020864213358079.jpg,220,254,120,205,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020864721307144.jpg,206,254,110,196,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020865220098290.jpg,204,254,110,196,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020865718477300.jpg,195,254,110,195,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020866218763109.jpg,195,254,110,195,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020866720047235.jpg,192,254,110,194,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020867218470787.jpg,181,246,116,173,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020867711920774.jpg,173,234,122,178,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020868219313811.jpg,167,217,116,173,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020877719235507.jpg,234,255,137,208,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020878211889023.jpg,202,255,109,210,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020878718172391.jpg,177,254,108,181,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020879217691912.jpg,161,223,112,174,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020881718900817.jpg,228,254,130,225,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1478020882211062640.jpg,194,254,106,222,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020882717503663.jpg,179,253,105,188,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020883210579709.jpg,167,234,109,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020883717430298.jpg,160,213,112,165,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020896213004529.jpg,167,232,112,175,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020896712000065.jpg,163,220,112,169,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020897212506811.jpg,157,211,113,163,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020915718907956.jpg,232,254,142,230,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1478020916219794723.jpg,218,255,108,223,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020916712935147.jpg,203,255,103,218,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020917220750338.jpg,197,254,100,226,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020917713591080.jpg,188,253,105,215,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020918212272742.jpg,182,253,105,206,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020918718719537.jpg,177,253,104,204,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020919219116239.jpg,174,252,109,191,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020919719200889.jpg,172,253,110,187,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020920218855580.jpg,167,249,108,184,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020920720330012.jpg,167,242,111,181,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020921212776782.jpg,165,239,111,182,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020921719075678.jpg,166,230,112,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020922218252031.jpg,162,226,111,173,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020922712829843.jpg,162,217,114,167,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020923213683937.jpg,161,212,113,167,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020923718459653.jpg,158,208,111,167,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020924212199317.jpg,157,204,110,167,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020924712473689.jpg,156,201,108,161,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020925218919648.jpg,155,200,110,162,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020925718645169.jpg,153,198,111,164,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020926212888205.jpg,152,196,113,166,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020926718615250.jpg,152,197,111,164,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020927213550558.jpg,154,198,111,164,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020927712298923.jpg,156,201,111,164,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020928212870804.jpg,158,202,111,164,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478020928712636178.jpg,160,204,111,164,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020929213582605.jpg,162,206,111,164,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020929720117853.jpg,162,211,110,171,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020930219323834.jpg,163,215,107,172,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020930721413700.jpg,164,221,108,175,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020931219850315.jpg,165,228,109,180,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020931713388712.jpg,166,235,110,183,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020932213365136.jpg,169,244,110,182,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020932720349932.jpg,170,252,108,190,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020933213015023.jpg,173,255,109,192,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020933722421991.jpg,173,255,109,191,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020934221109621.jpg,173,255,109,191,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020934720360832.jpg,173,255,109,191,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020935217791786.jpg,174,255,109,191,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020935717872368.jpg,174,250,113,180,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020936212427568.jpg,174,243,113,180,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020936719918625.jpg,173,234,120,171,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020937221074162.jpg,173,226,116,166,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020937723309848.jpg,169,222,116,166,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020949714307200.jpg,227,255,118,223,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020950222284393.jpg,201,254,97,228,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020950721493903.jpg,187,253,107,204,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020951213669680.jpg,179,253,108,187,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020951720060926.jpg,171,242,111,178,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020952213423737.jpg,167,226,115,175,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020952720428472.jpg,163,214,111,164,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020960214441966.jpg,19,70,106,162,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478020960214441966.jpg,164,225,110,169,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020960721744209.jpg,179,255,96,197,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478020961214558293.jpg,157,206,114,168,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478020961714669341.jpg,168,250,110,187,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020962215511183.jpg,171,193,110,168,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020962715694388.jpg,185,255,108,198,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020963221292068.jpg,165,214,116,168,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020963714581137.jpg,173,235,112,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020964220155662.jpg,181,255,112,187,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020964720369726.jpg,190,255,115,190,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020965215533209.jpg,201,255,114,208,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020965720369935.jpg,217,255,117,211,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020966215015612.jpg,163,214,101,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478020966714226513.jpg,170,221,103,163,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
