frame,xmin,xmax,ymin,ymax,class_id,y
1478020286191401014.jpg,149,231,110,161,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478899663129360360.jpg,0,53,122,192,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478898505125088013.jpg,64,140,116,167,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1479502069714972898.jpg,26,88,99,166,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478898954730563711.jpg,0,25,128,197,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1478899732255606625.jpg,0,46,110,171,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478900197856944945.jpg,129,213,111,196,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478896484472780161.jpg,189,245,120,148,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479505257433254365.jpg,4,82,98,187,1,"[1, 0, 0, 1, 0, 0, 1, 0, 0]"
1479498805493011088.jpg,0,62,98,193,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478898096083040998.jpg,213,254,119,239,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479505803468448172.jpg,202,255,119,177,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479498995005528993.jpg,0,35,98,195,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479498879497806292.jpg,0,12,134,199,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479502157722447391.jpg,105,170,91,196,1,"[0, 1, 0, 1, 1, 1, 0, 1, 1]"
1478897917839240454.jpg,0,52,103,189,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478900448081445756.jpg,174,255,116,211,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478020855212321802.jpg,219,254,117,198,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479499108513621554.jpg,194,246,104,154,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1479503399805308173.jpg,166,219,108,166,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478898535402971457.jpg,35,96,120,162,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479504887902520315.jpg,82,208,94,174,1,"[0, 1, 1, 1, 1, 1, 0, 1, 1]"
1479500172086816875.jpg,0,51,111,188,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479499775559929859.jpg,171,224,104,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478899903642112978.jpg,72,112,121,179,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478900980523037466.jpg,164,250,119,196,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478899307786873396.jpg,92,117,121,182,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479502133219704394.jpg,107,169,93,197,1,"[0, 1, 0, 1, 1, 1, 0, 1, 1]"
1478899547158871305.jpg,136,194,117,180,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478897845285696740.jpg,112,174,110,146,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1478900930821073522.jpg,46,165,82,239,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
1479504501885959807.jpg,177,246,107,139,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478899405477524524.jpg,76,125,125,183,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478901225607339438.jpg,2,129,80,232,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0]"
1478898535975525906.jpg,0,25,116,182,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478899238089676675.jpg,36,115,99,203,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0]"
1478732109337527291.jpg,37,160,103,238,1,"[0, 0, 0, 1, 1, 0, 1, 1, 1]"
1479498749468620212.jpg,0,59,114,187,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896836388602677.jpg,7,107,113,221,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1479505929475386048.jpg,190,254,85,207,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478732282529520764.jpg,100,142,110,162,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1478897616198902975.jpg,0,26,116,177,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479504811900039988.jpg,178,255,70,237,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1479502366235893235.jpg,0,58,115,174,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479504302866086702.jpg,75,169,122,226,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1479502653234386388.jpg,113,149,106,159,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1479504784901918150.jpg,236,255,140,226,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479499117493817257.jpg,92,161,86,186,1,"[0, 1, 0, 1, 1, 1, 0, 1, 0]"
1478020270191361531.jpg,186,237,105,150,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1478901407276783038.jpg,188,246,126,176,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479504124353761683.jpg,238,255,123,202,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479502160721470897.jpg,106,170,93,187,1,"[0, 1, 0, 1, 1, 1, 0, 1, 1]"
1478898318884393378.jpg,42,125,114,219,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478901235318875354.jpg,18,129,85,229,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0]"
1478731917220411449.jpg,0,28,109,164,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020381205247557.jpg,131,207,111,151,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1478899596288733046.jpg,83,132,108,183,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478897142598850933.jpg,10,117,93,161,1,"[1, 0, 0, 1, 1, 0, 1, 0, 0]"
1478896940934543989.jpg,47,118,115,206,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478899578006671368.jpg,41,111,102,205,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478898956444106999.jpg,0,52,128,183,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478900297260681643.jpg,67,213,98,192,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478897338551650271.jpg,102,120,100,161,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896675854777963.jpg,44,173,97,247,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1479500886135032503.jpg,94,163,81,200,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1479499011507384452.jpg,196,251,104,127,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478896551885737476.jpg,140,194,71,161,1,"[0, 1, 1, 0, 1, 1, 0, 0, 0]"
1479503398807618639.jpg,173,230,110,169,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479499480518916575.jpg,30,82,118,171,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479498475972858546.jpg,192,255,110,191,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478897043766819764.jpg,151,204,118,188,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1479502049213986254.jpg,0,42,99,213,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479504595887994463.jpg,92,141,110,169,1,"[0, 0, 0, 1, 1, 0, 0, 1, 0]"
1478897115749190476.jpg,149,209,123,179,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478898089797250549.jpg,26,129,85,218,1,"[1, 1, 0, 1, 1, 0, 1, 1, 0]"
1478896720416337332.jpg,245,255,138,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478899411762351651.jpg,128,225,98,164,1,"[0, 0, 1, 0, 1, 1, 0, 1, 1]"
1478898325739767924.jpg,42,126,114,219,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478901326724961563.jpg,31,114,97,205,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0]"
1479504321369638143.jpg,76,168,119,221,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478732741889748239.jpg,201,253,108,136,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479505333437196295.jpg,0,53,113,177,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479502161721808531.jpg,107,167,94,189,1,"[0, 1, 0, 0, 1, 1, 0, 1, 1]"
1478732372567061674.jpg,39,89,98,159,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1479502616252391396.jpg,5,76,101,173,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478733030926284991.jpg,1,56,115,158,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478896505039474746.jpg,170,254,110,161,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479502993778068377.jpg,44,146,102,237,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478899957343549061.jpg,0,60,126,167,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479499671052873013.jpg,40,86,116,168,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478899571723053594.jpg,165,213,124,195,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1479501518180572829.jpg,177,249,110,155,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478732269340057279.jpg,200,255,111,155,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1479504681391051584.jpg,47,164,60,224,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
1479499420035323380.jpg,38,120,106,154,1,"[0, 0, 0, 1, 1, 0, 1, 0, 0]"
1479502421741682503.jpg,164,209,106,158,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1479499718055947480.jpg,0,69,88,175,1,"[1, 0, 0, 1, 0, 0, 1, 0, 0]"
1478899721971880700.jpg,155,255,104,226,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478897401392741863.jpg,153,204,122,176,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1479504324366453173.jpg,86,160,120,210,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478897943547200651.jpg,135,213,123,210,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478899366059574710.jpg,65,140,122,211,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1479500265093903475.jpg,87,184,100,218,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478021584075204499.jpg,187,255,118,189,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479504162858895902.jpg,109,205,104,222,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1479504089852556550.jpg,105,153,112,176,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1478896950074774501.jpg,0,121,117,245,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478897295705180111.jpg,199,255,112,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478896550742823824.jpg,163,225,111,168,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479502212725516696.jpg,249,255,139,210,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479498603981310968.jpg,168,222,110,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478900450937619887.jpg,196,255,119,255,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478901268454332288.jpg,26,128,91,226,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896069717800772.jpg,173,254,83,176,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1478897489943314887.jpg,0,48,125,176,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479502259228152089.jpg,25,65,101,154,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478899429471695172.jpg,176,243,117,151,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1479505242929035350.jpg,178,233,115,142,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478898515408131534.jpg,178,202,120,171,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479500244091448837.jpg,0,255,225,255,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
1479503431309752102.jpg,196,255,104,174,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479499716555446207.jpg,13,77,99,166,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478900822847380650.jpg,184,238,114,179,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478732256149167917.jpg,0,67,109,178,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478896663288369251.jpg,43,173,100,238,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
1478022266601628879.jpg,0,104,104,172,1,"[1, 0, 0, 1, 1, 0, 1, 0, 0]"
1479504545882197071.jpg,185,254,110,178,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479503120788465202.jpg,155,224,104,176,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1479502177225815888.jpg,102,164,92,180,1,"[0, 1, 0, 1, 1, 1, 0, 1, 0]"
1478021914085104517.jpg,201,255,122,177,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479505306933148553.jpg,182,255,113,200,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479500714123593809.jpg,0,77,100,184,1,"[1, 0, 0, 1, 0, 0, 1, 0, 0]"
1478020350695713599.jpg,140,230,104,156,1,"[0, 0, 1, 0, 1, 1, 0, 0, 1]"
1478899692837226599.jpg,137,185,114,179,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1479500881635413655.jpg,65,170,49,223,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
1478020952213423737.jpg,167,226,115,175,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478900945674672121.jpg,42,170,64,242,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
1478732218300367215.jpg,0,53,85,160,1,"[1, 0, 0, 1, 0, 0, 0, 0, 0]"
1479503055282164159.jpg,96,158,104,184,1,"[0, 0, 0, 1, 1, 1, 0, 1, 0]"
1478901267310987544.jpg,26,126,91,226,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0]"
1478896323369340728.jpg,0,52,110,169,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478900898257687605.jpg,150,177,111,170,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020930219323834.jpg,163,215,107,172,1,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
1478732888701352901.jpg,14,76,113,151,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478900500639477726.jpg,177,254,108,162,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1479498842495387260.jpg,0,20,127,213,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1479504170857295456.jpg,143,187,116,173,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1478900949674669796.jpg,43,166,78,238,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
1478899326639304483.jpg,49,108,110,192,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478898266326535144.jpg,64,124,101,189,1,"[0, 0, 0, 1, 1, 0, 1, 1, 0]"
1478732938595131949.jpg,180,225,109,178,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478901458693156010.jpg,0,41,135,198,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1479504792381324391.jpg,172,255,66,232,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
1479505372937532255.jpg,0,32,119,176,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1479498544977387321.jpg,0,37,108,168,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478896070287638153.jpg,34,88,102,135,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1478896730128874092.jpg,242,255,132,216,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478732272207253703.jpg,238,254,115,169,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479499330529122275.jpg,57,160,73,221,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1]"
1479499566046324336.jpg,177,255,116,197,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1478021894089461488.jpg,15,88,114,157,1,"[0, 0, 0, 1, 0, 0, 1, 0, 0]"
1478732210844243833.jpg,73,173,101,222,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1]"
1478732466618333846.jpg,4,97,85,196,1,"[1, 0, 0, 1, 1, 0, 1, 0, 0]"
1478898597103347010.jpg,97,130,128,179,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0]"
1479499007006840394.jpg,2,35,103,156,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1479502876272076720.jpg,170,246,105,148,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1479504164336499619.jpg,110,204,105,221,1,"[0, 0, 0, 0, 1, 1, 0, 1, 1]"
1479505584951853899.jpg,0,16,110,161,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478020859217604776.jpg,184,239,116,168,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1]"
